FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Employee ID,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Date,Training Program Name,Training Type,Training Outcome,Location,Trainer,Training Duration(Days),Training Cost,IsActive,AgeAtStart
Miley,Gutierrez,2023-06-17,,Production Technician I,Michael Mcgee Phd,miley.gutierrez@bilearner.com,NEL,Active,Full-Time,Zone C,Full-Time,N/A - Active,N/A - Active,Production,Technology / It,1950-01-17,MA,Director,Female,39152,White,Widowed,Fully Meets,3,1785,2022-08-08,4,4,5,2023-01-07,Project Management,Internal,Failed,Cindyfurt,Brandon Fox,5,104.95,True,73.0
Tara,Hoover,2022-03-31,2022-06-14,Production Technician I,Daniel Banks,tara.hoover@bilearner.com,PL,Active,Full-Time,Zone A,Temporary,N/A - Active,N/A - Active,Production,Field Operations,1979-10-11,MA,Laborer,Male,67173,Hispanic,Widowed,Fully Meets,3,1786,2023-03-06,4,2,1,2023-04-23,Communication Skills,External,Completed,South Heather,Casey Armstrong,2,942.28,False,42.0
Layla,Gutierrez,2019-04-06,2020-08-15,Production Technician I,Edward Peterson,layla.gutierrez@bilearner.com,BPC,Active,Contract,Zone B,Temporary,N/A - Active,N/A - Active,Production,Engineers,1956-10-07,MA,Engineer,Male,76007,Hispanic,Divorced,Fully Meets,3,1787,2023-02-23,2,5,3,2022-08-31,Project Management,Internal,Passed,South Michaelstad,Steven Villa,2,756.7,False,62.0
Jakayla,Hall,2020-07-11,,Production Technician I,Reginald Hernandez,jakayla.hall@bilearner.com,CCDR,Active,Contract,Zone C,Full-Time,N/A - Active,N/A - Active,Production,Field Operations,1976-08-02,MA,Engineer,Male,50833,Other,Divorced,Fully Meets,3,1788,2023-04-08,2,5,1,2022-12-23,Leadership Development,Internal,Completed,Younghaven,Rhonda Ramirez,4,290.99,True,43.0
Jayson,Ferguson,2023-04-22,,Production Technician I,Danielle Smith,jayson.ferguson@bilearner.com,SVG,Active,Contract,Zone C,Part-Time,N/A - Active,N/A - Active,Production,Engineers,1963-02-17,MA,Engineer,Male,54218,Other,Widowed,Fully Meets,3,1789,2022-07-10,4,3,1,2023-01-08,Leadership Development,External,Incomplete,Lake Markport,Lisa Harrison,2,700.97,True,60.0
Nick,Daniels,2022-12-02,2023-04-08,Production Technician I,Sara Smith,nick.daniels@bilearner.com,EW,Active,Part-Time,Zone B,Part-Time,N/A - Active,N/A - Active,Production,Aerial,1956-09-03,MA,Lineman,Female,54589,Asian,Divorced,Fully Meets,3,1790,2022-11-10,4,5,4,2022-08-19,Communication Skills,Internal,Incomplete,Sandersside,Kristin Watson,4,631.98,False,66.0
Marvin,Abbott,2021-03-06,2023-04-26,Production Technician I,Becky Cardenas,marvin.abbott@bilearner.com,MSC,Active,Contract,Zone A,Temporary,N/A - Active,N/A - Active,Production,Wireline Construction,1981-02-08,MA,Clerk,Female,9310,Hispanic,Divorced,Fully Meets,3,1791,2022-09-18,4,5,3,2022-11-26,Project Management,Internal,Failed,Ronniefurt,Jonathan Perry,5,282.85,False,40.0
Sawyer,Oliver,2019-05-21,,Production Technician I,Brittany Olson,sawyer.oliver@bilearner.com,TNS,Active,Full-Time,Zone C,Temporary,N/A - Active,N/A - Active,Production,Project Management - Eng,1950-02-04,MA,Planner,Male,6449,Black,Divorced,Fully Meets,3,1792,2022-12-09,2,3,5,2022-11-29,Technical Skills,Internal,Completed,New Kathryn,Barbara Parker,1,412.58,True,69.0
Linda,Barajas,2018-10-23,2022-12-02,Production Technician I,Victor Blair,linda.barajas@bilearner.com,BPC,Active,Full-Time,Zone B,Temporary,N/A - Active,N/A - Active,Production,Executive,1945-05-22,MA,Director,Female,77756,Hispanic,Single,Fully Meets,3,1793,2022-04-09,1,1,2,2023-02-28,Communication Skills,External,Passed,Hufffort,Antonio Baker,1,943.91,False,73.0
Chance,Blackwell,2021-05-26,,Production Technician I,James Ashley,chance.blackwell@bilearner.com,CCDR,Active,Contract,Zone A,Temporary,N/A - Active,N/A - Active,Production,General - Sga,1963-08-13,MA,Administrator,Female,95802,White,Widowed,Fully Meets,3,1794,2023-05-17,4,4,2,2022-10-31,Leadership Development,Internal,Completed,East Laura,Susan Murphy,3,208.13,True,57.0
Antonio,Mccoy,2019-12-01,2020-06-08,Production Technician I,Shawn Howard,antonio.mccoy@bilearner.com,EW,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Involuntary,Involuntary - Standard Separation,Production,Yard (Material Handling),1960-04-04,MA,Manager,Female,71561,Asian,Widowed,Fully Meets,3,1795,2023-10-06,5,1,4,2023-02-24,Leadership Development,External,Passed,Anthonymouth,Jennifer Peterson,2,145.47,False,59.0
Emmett,Mercado,2021-06-07,2022-12-13,Production Technician I,Pamela Cruz,emmett.mercado@bilearner.com,MSC,Voluntarily Terminated,Contract,Zone A,Full-Time,Involuntary,Involuntary - Standard Separation,Production,Wireless,1976-06-26,MA,Driver,Female,9967,Hispanic,Divorced,Fully Meets,3,1796,2022-11-23,3,5,2,2022-10-27,Customer Service,External,Failed,Genetown,Lindsay Adams,1,727.51,False,44.0
Clara,Wheeler,2020-10-13,2022-11-09,Production Technician I,Jennifer Harrington,clara.wheeler@bilearner.com,NEL,Active,Full-Time,Zone A,Full-Time,N/A - Active,N/A - Active,Production,General - Con,1987-09-18,MA,Laborer,Female,63255,Hispanic,Widowed,Fully Meets,3,1797,2023-03-05,3,3,5,2022-12-24,Project Management,External,Failed,North Johnview,Kathy Myers Dds,5,581.43,False,33.0
Kieran,Morse,2022-10-30,,Production Technician Ii,Kathryn Avila,kieran.morse@bilearner.com,PL,Active,Part-Time,Zone A,Full-Time,N/A - Active,N/A - Active,Production,Splicing,1985-07-12,MA,Splicer,Female,34441,Black,Widowed,Fully Meets,3,1798,2023-01-27,3,2,4,2022-12-11,Communication Skills,Internal,Incomplete,South Shirley,Kayla Schwartz,1,725.94,True,37.0
Aliyah,Schmitt,2022-09-04,2023-05-30,Production Technician Ii,Alexandra Clark,aliyah.schmitt@bilearner.com,BPC,Voluntarily Terminated,Part-Time,Zone C,Temporary,Involuntary,Involuntary - Standard Separation,Production,Field Operations,1989-02-19,MA,Technician,Male,12152,Black,Married,Fully Meets,3,1799,2023-04-28,2,5,3,2022-10-27,Technical Skills,Internal,Passed,Port Gregory,Marc Price,1,338.36,False,33.0
Kyan,Morrison,2019-10-18,2021-04-19,Production Technician I,Bethany Wilkerson,kyan.morrison@bilearner.com,TNS,Active,Part-Time,Zone C,Full-Time,N/A - Active,N/A - Active,Production,Wireline Construction,1976-05-04,MA,Lineman,Female,57065,Black,Divorced,Fully Meets,3,1800,2023-03-02,4,3,5,2023-04-17,Technical Skills,External,Failed,Masonborough,Adam Luna,1,732.84,False,43.0
Rayan,Stephenson,2021-07-25,2023-01-23,Production Technician I,Brian Archer,rayan.stephenson@bilearner.com,PYZ,Active,Full-Time,Zone C,Temporary,N/A - Active,N/A - Active,Production,General - Con,1989-06-08,MA,Technician,Female,17441,Hispanic,Married,Fully Meets,3,1801,2023-02-06,3,4,3,2023-06-22,Technical Skills,External,Incomplete,West Matthew,William Alvarez,1,753.69,False,32.0
Gael,Jacobs,2020-03-31,,Production Technician I,Kathleen Moon,gael.jacobs@bilearner.com,WBL,Active,Part-Time,Zone B,Temporary,N/A - Active,N/A - Active,Production,Field Operations,1982-08-13,MA,Driller,Female,1741,Other,Divorced,Fully Meets,3,1802,2023-05-21,4,2,5,2023-07-16,Customer Service,Internal,Failed,Port Katherine,Dr. Reginald Chavez,5,131.92,True,37.0
Stephany,Neal,2019-11-11,2023-08-02,Production Technician I,William Cooper,stephany.neal@bilearner.com,NEL,Active,Full-Time,Zone C,Full-Time,N/A - Active,N/A - Active,Production,General - Eng,1982-11-05,MA,Billing,Female,69859,Other,Divorced,Fully Meets,3,1803,2023-01-19,1,3,1,2022-09-20,Leadership Development,External,Passed,Lake Benjamin,Steven Scott Phd,4,550.55,False,37.0
Trevon,Deleon,2021-12-05,2022-03-02,Production Technician I,Rebecca Pearson,trevon.deleon@bilearner.com,PL,Active,Part-Time,Zone A,Temporary,N/A - Active,N/A - Active,Production,Field Operations,1957-07-20,MA,Laborer,Male,94462,Hispanic,Widowed,Fully Meets,3,1804,2023-04-14,3,3,5,2022-08-22,Customer Service,Internal,Failed,Lake Racheltown,Rebecca Olson,1,767.49,False,64.0
Phoenix,Pitts,2018-12-17,2022-09-03,Production Technician I,Patricia Perry,phoenix.pitts@bilearner.com,BPC,Active,Contract,Zone A,Temporary,N/A - Active,N/A - Active,Production,Aerial,1969-03-02,MA,Laborer,Male,50864,Black,Divorced,Fully Meets,3,1805,2023-09-07,3,3,1,2023-02-11,Communication Skills,Internal,Incomplete,Burnsfort,Randall Guzman,5,222.88,False,49.0
Nola,Gillespie,2022-03-06,,Production Technician I,Angela Reese,nola.gillespie@bilearner.com,CCDR,Active,Part-Time,Zone A,Full-Time,N/A - Active,N/A - Active,Production,General - Con,1951-06-25,MA,Laborer,Male,8972,Asian,Single,Fully Meets,3,1806,2022-05-08,1,2,5,2023-07-27,Communication Skills,Internal,Passed,West Michaelhaven,Isaac Baker,3,176.2,True,70.0
Jeramiah,Schwartz,2019-09-04,,Production Technician I,Christina Hayden,jeramiah.schwartz@bilearner.com,SVG,Active,Contract,Zone C,Full-Time,N/A - Active,N/A - Active,Production,Yard (Material Handling),1979-11-13,MA,Lineman,Female,94163,White,Widowed,Fully Meets,3,1807,2023-03-02,1,4,4,2023-03-07,Technical Skills,External,Incomplete,Port Gary,April Nelson,5,794.61,True,39.0
Aaden,Mercer,2023-07-26,,Production Technician I,Victoria Jacobs,aaden.mercer@bilearner.com,EW,Active,Part-Time,Zone A,Part-Time,N/A - Active,N/A - Active,Production,Splicing,1983-09-25,MA,Coordinator,Female,37289,Black,Married,Fully Meets,3,1808,2023-04-25,5,2,4,2022-10-12,Customer Service,External,Passed,Sparksshire,Michael Frazier,1,147.08,True,39.0
Nathalia,Good,2022-12-19,2023-05-19,Production Technician I,John Jordan,nathalia.good@bilearner.com,MSC,Active,Contract,Zone C,Part-Time,N/A - Active,N/A - Active,Production,Yard (Material Handling),1966-11-24,MA,Supervisor,Female,21417,Other,Divorced,Fully Meets,3,1809,2023-07-04,5,2,1,2022-08-15,Communication Skills,Internal,Incomplete,East Jenniferchester,James Kelley,5,488.94,False,56.0
Zaria,Benton,2021-08-17,,Production Technician I,Stephen Richardson,zaria.benton@bilearner.com,TNS,Active,Full-Time,Zone A,Part-Time,N/A - Active,N/A - Active,Production,General - Con,1994-11-30,MA,Engineer,Male,22860,Black,Divorced,Fully Meets,3,1810,2023-06-07,5,1,4,2023-02-22,Project Management,External,Failed,West Jimmy,Jessica Moses,1,603.57,True,26.0
Miley,Ortega,2022-06-11,,Production Technician I,Catherine Baker,miley.ortega@bilearner.com,PYZ,Active,Contract,Zone A,Full-Time,N/A - Active,N/A - Active,Production,Technology / It,1977-11-12,MA,Project Manager,Female,50910,Black,Divorced,Fully Meets,3,1811,2022-11-09,2,5,1,2023-07-25,Customer Service,External,Incomplete,Jameschester,Douglas Brown,3,819.87,True,44.0
Julia,Farmer,2021-10-01,2023-06-18,Production Technician I,William Hall Iii,julia.farmer@bilearner.com,WBL,Voluntarily Terminated,Contract,Zone A,Full-Time,Involuntary,Involuntary - Standard Separation,Production,General - Con,1978-04-29,MA,Manager,Female,78363,Black,Widowed,Fully Meets,3,1812,2022-05-12,4,2,5,2023-03-04,Leadership Development,Internal,Incomplete,West Craig,Christopher Gibson,2,836.19,False,43.0
Valentin,Lam,2020-08-04,,Production Technician I,James Meyer,valentin.lam@bilearner.com,NEL,Active,Contract,Zone C,Temporary,N/A - Active,N/A - Active,Production,Aerial,1980-12-01,MA,Lineman,Female,61521,Other,Divorced,Fully Meets,3,1813,2023-03-06,3,5,3,2022-11-05,Project Management,External,Passed,Christophermouth,Rachel Barnes,5,879.94,True,39.0
Darnell,Ritter,2022-02-11,,Production Technician I,Daniel Thomas,darnell.ritter@bilearner.com,PL,Active,Full-Time,Zone A,Part-Time,N/A - Active,N/A - Active,Production,Wireline Construction,1980-08-03,MA,Laborer,Female,43420,Black,Widowed,Fully Meets,3,1814,2023-04-15,3,3,1,2023-06-04,Customer Service,Internal,Failed,West Destiny,Brad Williams,3,532.3,True,41.0
Kierra,Lozano,2020-06-22,,Production Technician I,Christopher Davis,kierra.lozano@bilearner.com,BPC,Active,Contract,Zone A,Part-Time,N/A - Active,N/A - Active,Production,Project Management - Con,1961-05-13,MA,Manager,Female,44224,Asian,Married,Fully Meets,3,1815,2022-10-23,1,4,5,2022-10-03,Leadership Development,External,Incomplete,New Kimberlyport,Christopher George,5,758.21,True,59.0
Jamari,Dunn,2020-08-28,,Production Technician Ii,Ronald Castro,jamari.dunn@bilearner.com,NEL,Active,Contract,Zone A,Temporary,N/A - Active,N/A - Active,Production,General - Con,1951-10-05,MA,Supervisor,Female,83618,Other,Single,Fully Meets,3,1816,2023-03-04,4,3,1,2023-06-05,Communication Skills,Internal,Incomplete,Tylermouth,Melissa Chambers,2,253.51,True,68.0
Zoey,Page,2019-05-06,2022-04-09,Production Technician Ii,William Newman,zoey.page@bilearner.com,PL,Active,Contract,Zone A,Temporary,N/A - Active,N/A - Active,Production,Aerial,1987-07-01,MA,Lineman,Female,41874,Other,Divorced,Fully Meets,3,1817,2023-02-28,3,1,5,2022-08-20,Leadership Development,Internal,Completed,Cherylland,Krista Fields,3,375.86,False,31.0
Kendra,Velez,2021-07-08,,Production Technician Ii,Kenneth Miller,kendra.velez@bilearner.com,BPC,Active,Contract,Zone C,Part-Time,N/A - Active,N/A - Active,Production,Yard (Material Handling),1956-07-01,MA,Laborer,Male,32718,Hispanic,Widowed,Fully Meets,3,1818,2023-06-25,3,1,3,2023-03-20,Leadership Development,External,Incomplete,New Marie,Cody Murray,5,909.47,True,65.0
Alison,Fuller,2022-07-02,,Production Technician I,Deborah Blackwell,alison.fuller@bilearner.com,WBL,Active,Full-Time,Zone B,Temporary,N/A - Active,N/A - Active,Production,General - Con,1948-10-24,MA,Technician,Female,24932,Black,Single,Fully Meets,3,1819,2022-11-12,3,1,1,2022-10-19,Customer Service,Internal,Passed,South Amy,Eric Weiss,3,649.51,True,73.0
Toby,Cooley,2023-05-04,,Production Technician I,Kenneth Elliott,toby.cooley@bilearner.com,PYZ,Active,Full-Time,Zone C,Part-Time,N/A - Active,N/A - Active,Production,Shop (Fleet),1980-01-02,MA,Shop,Female,74525,Black,Divorced,Fully Meets,3,1820,2023-03-23,5,4,3,2023-06-30,Customer Service,Internal,Failed,Richview,David Henson,1,742.26,True,43.0
Emilie,Hood,2022-12-19,,Production Technician I,Tricia Davies,emilie.hood@bilearner.com,WBL,Active,Full-Time,Zone B,Full-Time,N/A - Active,N/A - Active,Production,General - Sga,1980-07-19,MA,Accountant,Female,43930,Hispanic,Widowed,Fully Meets,3,1821,2022-03-11,1,2,1,2022-10-12,Communication Skills,Internal,Passed,Moranburgh,Virginia Small,4,713.84,True,42.0
Cortez,Pena,2022-03-26,,Production Technician I,Lisa Hernandez,cortez.pena@bilearner.com,NEL,Active,Contract,Zone C,Part-Time,N/A - Active,N/A - Active,Production,Wireline Construction,1950-12-24,MA,Groundman,Female,5184,Black,Widowed,Fully Meets,3,1822,2022-08-27,5,2,2,2023-07-29,Project Management,External,Incomplete,Wigginsland,Tony Long,1,999.06,True,71.0
Abbigail,Blanchard,2021-05-09,2022-11-12,Production Technician I,Karen Pugh,abbigail.blanchard@bilearner.com,PL,Active,Contract,Zone A,Full-Time,N/A - Active,N/A - Active,Production,Finance & Accounting,1960-11-25,MA,Assistant,Male,68971,Black,Widowed,Fully Meets,3,1823,2023-12-05,4,4,3,2023-07-10,Leadership Development,Internal,Completed,Michelleland,Shirley Ali,4,977.99,False,60.0
Abby,Curtis,2020-01-09,2022-03-10,Production Technician I,Lori Mason,abby.curtis@bilearner.com,BPC,Active,Contract,Zone B,Temporary,N/A - Active,N/A - Active,Production,Yard (Material Handling),1960-02-03,MA,Vp,Male,69340,Other,Married,Fully Meets,3,1824,2023-03-15,3,1,1,2022-09-16,Leadership Development,External,Completed,Katherineside,Jessica Spencer,5,136.33,False,59.0
Giana,Moore,2021-05-16,2023-05-14,Production Technician I,Stephen Neal,giana.moore@bilearner.com,CCDR,Active,Contract,Zone A,Part-Time,N/A - Active,N/A - Active,Production,Splicing,1996-05-12,MA,Laborer,Male,45326,White,Married,Fully Meets,3,1825,2022-10-27,1,3,3,2022-08-05,Technical Skills,External,Completed,North Robertside,Robert Weaver,4,946.67,False,25.0
Giada,Santos,2021-01-31,2022-06-03,Production Technician I,Robert Sanchez,giada.santos@bilearner.com,SVG,Active,Part-Time,Zone B,Temporary,N/A - Active,N/A - Active,Production,Aerial,1941-11-17,MA,Foreman,Female,57901,Other,Widowed,Exceeds,3,1826,2022-09-28,3,2,5,2023-07-24,Technical Skills,External,Passed,New Melissa,Lauren Malone,4,485.39,False,79.0
Jessie,Church,2021-09-19,2022-09-14,Production Technician I,Glenda Williams,jessie.church@bilearner.com,EW,Active,Contract,Zone C,Full-Time,N/A - Active,N/A - Active,Production,Field Operations,1982-05-21,MA,Operator,Female,18674,Other,Widowed,Needs Improvement,3,1827,2022-09-25,1,3,5,2023-04-28,Communication Skills,External,Incomplete,Weavermouth,Jesse Flores,5,962.02,False,39.0
Kaylah,Ramos,2020-03-01,2022-03-26,Production Technician I,Patrick Hall,kaylah.ramos@bilearner.com,MSC,Active,Part-Time,Zone B,Temporary,N/A - Active,N/A - Active,Production,Wireline Construction,1983-09-04,MA,Foreman,Male,64947,Black,Divorced,Exceeds,3,1828,2022-11-27,3,3,2,2023-05-29,Technical Skills,External,Failed,Olsonborough,Stephanie Mullins,1,620.24,False,36.0
Camille,Fritz,2020-02-29,,Production Technician I,Joel Flynn,camille.fritz@bilearner.com,TNS,Active,Part-Time,Zone B,Temporary,N/A - Active,N/A - Active,Production,Engineers,1987-08-13,MA,Project Manager,Male,37531,White,Married,Exceeds,3,1829,2022-08-19,2,1,2,2023-04-21,Customer Service,External,Completed,East Jasmineview,Jennifer Miller,4,333.8,True,32.0
Deangelo,Murillo,2018-12-08,,Production Technician I,Patrick Carpenter,deangelo.murillo@bilearner.com,PYZ,Active,Full-Time,Zone A,Temporary,N/A - Active,N/A - Active,Production,Finance & Accounting,1960-11-26,MA,Administrative,Female,78846,Black,Married,Needs Improvement,3,1830,2023-12-07,1,4,1,2023-03-29,Leadership Development,External,Passed,Knappfurt,Calvin Smith,3,764.21,True,58.0
Emerson,Gallagher,2022-06-26,2023-06-15,Production Technician I,Daniel Mathis,emerson.gallagher@bilearner.com,WBL,Voluntarily Terminated,Part-Time,Zone B,Temporary,Retirement,Retirement - Standard Separation,Production,Isp,1970-10-14,MA,Technician,Female,40762,Asian,Widowed,Needs Improvement,3,1831,2023-03-25,2,2,2,2022-12-11,Project Management,Internal,Failed,East Jenna,Randall Donaldson,3,756.42,False,51.0
April,Bentley,2019-11-03,,Production Technician I,Bradley Randall,april.bentley@bilearner.com,NEL,Active,Contract,Zone A,Part-Time,N/A - Active,N/A - Active,Production,Engineers,1956-01-06,MA,Engineer,Female,70743,White,Married,Needs Improvement,3,1832,2022-06-08,1,2,4,2023-07-30,Customer Service,Internal,Failed,Brennanborough,Kevin Gibson,2,716.62,True,63.0
Ainsley,Booth,2023-01-01,,Production Technician I,Anita Chapman,ainsley.booth@bilearner.com,PL,Active,Part-Time,Zone B,Full-Time,N/A - Active,N/A - Active,Production,Field Operations,1983-12-31,MA,Technician,Female,3284,White,Married,Needs Improvement,3,1833,2023-01-23,4,3,2,2023-03-26,Technical Skills,Internal,Failed,New Davidfort,Patrick Gomez,2,712.9,True,39.0
Dereon,Huffman,2020-07-31,2021-04-05,Production Technician Ii,Joseph Diaz,dereon.huffman@bilearner.com,CCDR,Active,Contract,Zone C,Full-Time,N/A - Active,N/A - Active,Production,Project Management - Con,1978-09-13,MA,Coordinator,Female,80929,White,Divorced,Needs Improvement,3,1834,2022-08-12,4,5,1,2023-03-11,Technical Skills,Internal,Incomplete,Port Alicemouth,Gregory Kline,1,845.82,False,41.0
Colin,Cherry,2021-09-10,2022-07-19,Production Technician Ii,Danielle Reyes,colin.cherry@bilearner.com,EW,Active,Part-Time,Zone B,Temporary,N/A - Active,N/A - Active,Production,Field Operations,1982-11-25,MA,Laborer,Female,5480,Asian,Single,Needs Improvement,3,1835,2023-11-04,5,2,2,2023-03-01,Communication Skills,Internal,Passed,New Aaron,Vanessa Villarreal,4,727.9,False,38.0
Karla,Hines,2019-06-19,,Production Technician Ii,Daniel Hardy,karla.hines@bilearner.com,MSC,Active,Part-Time,Zone B,Temporary,N/A - Active,N/A - Active,Production,Field Operations,1971-01-14,MA,Laborer,Male,35394,Hispanic,Divorced,Needs Improvement,3,1836,2022-06-10,1,4,3,2023-07-21,Project Management,Internal,Incomplete,North Brad,Rachel Daniels,1,760.41,True,48.0
Colton,Decker,2021-08-16,,Production Technician Ii,Michael Graves,colton.decker@bilearner.com,NEL,Active,Part-Time,Zone B,Full-Time,N/A - Active,N/A - Active,Production,Project Management - Con,1975-06-17,MA,Technician,Female,5981,Asian,Divorced,Needs Improvement,3,1837,2023-01-01,1,3,3,2023-07-25,Project Management,Internal,Incomplete,Lake Tashaside,Andrew Velazquez,5,567.74,True,46.0
